Gene Name	Reference	Strand	Start	End	Y-HSC_1	Y-HSC_2	A-HSC_1	A-HSC_2	Y-MPP1_1	Y-MPP1_2	A-MPP1_1	A-MPP1_2	Y-MPP2_1	Y-MPP2_2	A-MPP2_1	A-MPP2_2	Y-MPP3_1	Y-MPP3_2	A-MPP3_1	A-MPP3_2	Y-MPP4_1	Y-MPP4_2	A-MPP4_1	A-MPP4_2	
Ube2w	chr1	-	16540788	16619338	10.277231	11.288271	12.904649	10.349286	7.751973	7.852633	8.050022	8.186015	6.644941	6.908058	6.084929	5.778852	9.216745	7.688518	7.991869	7.999919	6.664986	8.175907	7.186781	8.236241	
Ube2v2	chr16	-	15550986	15594518	9.819052	8.375862	9.638655	6.492329	10.206534	11.067436	10.67993	9.40964	9.283077	10.648479	10.818457	10.182029	10.753489	11.041966	10.948298	11.155083	9.635059	9.840466	9.848749	9.254809	
Ube2v1	chr2	-	167607639	167632005	170.189621	169.928268	150.708572	175.53537	152.632568	156.383118	151.324677	156.252701	143.531799	148.504791	148.308151	151.04216	139.26535	147.367645	144.811813	152.356567	139.302795	146.167297	149.543915	157.520096	
Ube2u	chr4	+	100478867	100550145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ube2t	chr1	+	134962565	134974179	11.707196	10.077122	12.997965	12.198807	18.991304	20.385057	25.996559	25.145948	25.571005	22.997461	33.210552	34.879505	18.482519	18.549168	28.736702	29.839645	20.656923	22.894133	25.646908	24.78599	
Ube2s	chr7	-	4808014	4812340	82.824028	86.37677	73.832092	89.41864	122.83873	129.1875	127.41655	133.220276	143.430954	148.410645	158.502457	166.42659	107.484131	107.381157	123.335365	162.256317	150.902344	139.701736	156.677948	149.33783	
Ube2r2	chr4	+	41136021	41193370	46.533398	48.834248	40.843178	48.42733	44.713608	44.304073	37.659214	37.966183	39.165741	37.033894	34.893505	34.012234	46.496414	37.664631	39.034855	33.161377	49.731262	44.030151	40.317688	34.85194	
Ube2ql1	chr13	-	69702832	69739897	0	0.041617	0	0.081486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ube2q2	chr9	+	55149369	55207529	33.05167	30.89432	32.451561	24.494839	34.926685	34.739719	31.19017	29.444698	29.161856	28.855648	30.706606	28.120192	30.00271	29.293842	31.255997	30.841257	30.704567	28.776791	26.461554	25.980244	
Ube2q1	chr3	+	89773609	89783997	23.675238	24.067818	18.185894	18.621264	22.844704	21.598642	19.142006	17.961458	20.702795	19.319559	17.308786	18.4163	22.114159	15.865483	19.042343	13.249758	25.023142	17.520748	18.84042	17.514471	
Ube2o	chr11	-	116537753	116581447	9.048851	8.249475	8.593238	8.608357	9.703113	9.588079	7.925719	7.989813	9.63996	8.775272	6.694786	7.179125	9.200879	7.870617	7.601806	6.214265	9.492912	7.243405	8.239405	7.229382	
Ube2n	chr10	+	95515162	95545658	40.511383	42.90667	42.093376	43.446602	46.346909	50.499454	56.843758	54.049252	53.02927	53.330837	61.313061	59.573296	52.537853	52.394344	62.629978	64.049377	45.8064	50.824966	56.716034	58.131405	
Ube2m	chr7	-	13035120	13038275	51.881607	98.310692	91.692154	105.958405	56.391846	53.609024	53.8153	114.207794	59.176525	123.515999	125.718185	70.900398	52.644936	80.364433	64.399811	49.82803	110.059219	37.215191	61.619858	62.86171	
Ube2l6	chr2	+	84798828	84810003	204.879547	228.021561	187.157394	218.214462	165.117081	172.46048	150.356339	164.736908	151.462585	157.340744	124.121216	119.816811	143.081482	135.167297	116.442299	122.285042	96.693268	113.198273	87.960724	82.717842	
Ube2l3	chr16	-	17152015	17201492	105.155884	114.129639	109.721779	120.978592	107.341034	110.958176	120.751831	120.556007	120.394753	118.125374	125.125938	127.564774	111.234825	116.434593	120.258484	113.522156	104.882156	106.248566	121.816322	125.292168	
Ube2k	chr5	+	65537261	65598989	10.958472	11.346765	12.767262	12.387747	12.980164	14.258397	16.475857	14.533074	15.450974	15.429803	16.767435	17.651024	15.741079	14.012019	16.983624	17.176939	13.908688	13.932857	16.399639	18.119925	
Ube2j2	chr4	+	155943813	155959604	19.463602	21.240076	19.905678	20.53005	16.253712	21.29649	20.728249	21.463827	20.717974	21.965828	23.721527	20.864092	20.235285	19.819168	19.981138	20.641813	19.838219	19.210028	21.868359	23.658997	
Ube2j1	chr4	+	33031425	33052364	30.139257	29.195482	32.524643	26.641178	38.822906	36.035137	34.259899	35.456005	34.58847	33.690235	33.945347	32.236206	34.214668	35.392315	32.889965	33.844288	34.251518	32.117428	27.511469	30.466587	
Ube2i	chr17	-	25260511	25274310	151.71257	152.424271	134.049652	139.692642	153.462463	153.370255	153.998795	153.593567	151.919937	156.020355	160.170364	158.690491	150.383102	155.480637	163.90918	168.1819	148.737732	160.965988	163.781952	172.72612	
Ube2h	chr6	-	30211290	30304539	24.269661	24.019257	25.437548	21.91094	24.383402	21.732136	16.850695	17.277979	17.606363	18.142685	12.986593	12.803397	20.399153	17.437033	14.242345	11.795421	17.862358	15.920824	15.499796	12.878081	
Ube2g2	chr10	+	77622321	77645990	41.784382	47.250568	37.651443	40.078804	41.888691	41.436913	38.756268	42.766357	40.869095	42.334595	37.21925	39.049801	41.413548	43.986946	39.650513	44.609276	41.329708	42.504005	38.625732	40.700775	
Ube2g1	chr11	+	72607261	72686481	32.780655	30.842384	34.988049	29.680162	38.546177	40.482929	37.100071	37.177406	38.800755	35.509117	39.449306	40.340443	39.583778	36.910919	40.273872	39.566994	35.143623	36.632465	36.409885	38.001064	
Ube2f	chr1	+	91250319	91286025	33.334026	30.846249	36.119259	33.705292	27.776178	31.346451	24.364426	27.903996	26.430485	24.404528	24.399853	28.200674	31.788898	32.750984	30.046299	33.213406	30.057062	37.06144	35.573997	34.461937	
Ube2e3	chr2	+	78869047	78920583	74.157448	73.092751	67.858955	65.276405	80.21418	86.49913	82.537636	79.54351	84.866051	88.746979	86.303589	85.820328	80.802032	80.62635	86.06723	88.052971	85.040344	89.433983	78.619926	80.92028	
Ube2e2	chr14	-	18573577	18893627	30.038649	35.268299	29.697598	31.410101	21.357546	24.87355	24.584177	23.505253	14.645223	15.90598	15.869487	15.853597	13.17592	11.758691	11.8613	12.014588	11.655561	11.097728	10.254194	8.499831	
Ube2e1	chr14	-	18282729	18331844	90.916191	89.664955	83.381149	79.465553	86.972244	88.034813	81.882492	78.35984	80.003586	75.153297	80.854515	78.859131	83.138527	83.011543	84.382721	91.334114	82.792023	90.979904	82.549911	80.95961	
Ube2dnl2	chrX	+	114907582	114908510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ube2dnl1	chrX	+	114905012	114905941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ube2d3	chr3	+	135438759	135467178	171.422806	173.901062	185.647049	148.593292	184.564041	189.150574	185.588699	188.254013	182.399078	178.047134	206.38501	195.837357	191.940567	180.987289	227.644608	214.259186	177.85936	194.114136	200.775513	193.863647	
Ube2d2b	chr5	+	107830162	107831777	0	0	0.041575	0.101429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ube2d2a	chr18	+	35771559	35807172	65.789673	70.432098	66.690224	65.056396	70.208595	68.678169	66.382736	65.65554	68.919502	66.958473	70.134537	68.183632	68.651878	60.033699	72.387489	69.36219	69.077797	67.743629	69.403664	69.236107	
Ube2d1	chr10	-	71254980	71285262	31.797672	34.121532	30.699381	28.762821	28.699558	28.283499	26.028084	24.375237	25.585337	25.125935	21.751865	23.825069	27.132648	25.079031	25.58844	24.5765	28.83617	28.76804	24.048067	25.794016	
Ube2cbp	chr9	-	86307234	86464916	10.537218	12.517257	9.60172	10.908896	9.51257	9.639314	8.986746	9.289438	8.444528	9.52157	7.915251	6.915043	9.899813	8.984093	10.167858	8.696954	7.249015	9.26815	8.164448	6.949136	
Ube2c	chr2	+	164769929	164772902	13.034888	13.482593	20.987633	24.863289	77.951996	78.145828	101.073738	99.768936	127.589233	144.500122	183.217911	184.030594	69.776634	78.319	114.251656	122.554909	105.017563	110.606117	159.507889	174.929077	
Ube2b	chr11	-	51985146	52000466	64.924889	71.191704	63.84581	56.986229	56.590309	57.294102	48.405472	48.754532	47.847404	49.36834	46.603485	47.472511	53.45956	54.306347	51.15147	49.448067	54.524025	58.547661	42.539169	45.829155	
Ube2a	chrX	+	36874366	36884220	28.252626	25.819765	30.113552	25.147453	30.626738	31.438921	32.760548	31.719631	34.365009	32.870407	37.544567	39.066124	36.851269	34.148914	41.69928	39.431118	33.210503	37.060436	37.927269	37.750561	
Ubd	chr17	+	37193892	37196101	0.527042	0.357366	0	0.291551	0.127241	0.125369	0	0.174407	0.272287	0.512433	0.178921	0.229595	1.19136	0.626839	0.233349	0.507296	0.279471	0	0.250836	0	
Ubc	chr5	-	125385965	125390017	745.886353	675.972046	950.620117	939.570862	1030.855225	914.335449	925.911804	864.004333	918.096497	856.103333	855.235352	900.750183	914.730164	1047.029663	789.139343	951.172974	1390.201172	1183.321533	944.00354	1019.498535	
Ubb	chr11	+	62551504	62553212	1111.907104	1594.750854	1208.184692	1321.308838	1177.55127	1216.48938	1229.987915	1197.494873	1149.8656	1147.47644	1175.113403	1616.854492	1132.194336	1556.215332	1122.819702	1664.72937	1341.421753	1370.383789	1164.739136	1254.800293	
Ubash3b	chr9	-	41013641	41157494	9.820127	8.887565	8.982446	11.283653	9.860978	10.434327	10.259576	9.607966	12.073506	10.670304	8.70155	8.574587	10.512288	10.007487	8.360806	8.285047	9.071983	6.71057	6.06366	6.886613	
Ubash3a	chr17	+	31208066	31242403	0.259608	0	0.477777	0.164977	1.312162	1.284792	1.013286	1.424298	5.587419	6.275577	4.353196	4.666136	8.675313	9.590247	8.349522	8.897806	15.158798	15.188742	15.883446	17.147837	
Ubap2l	chr3	-	89999589	90052515	70.872826	66.22673	71.997536	69.660019	83.34436	77.955139	81.321777	81.911621	80.923515	82.997673	78.761032	82.914589	78.625465	82.388954	80.104279	84.719742	88.768311	81.347176	87.041725	91.409134	
Ubap2	chr4	-	41194315	41275135	31.269302	29.901928	31.190529	36.504875	41.558224	39.7248	47.224697	49.57962	48.791451	45.871723	47.828339	50.911259	39.184258	45.839268	46.67506	48.708225	44.612816	38.71637	53.785126	54.207848	
Ubap1l	chr9	+	65361060	65380377	0	0.080824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ubap1	chr4	+	41348996	41389766	34.180725	34.441616	27.654558	27.746109	29.340044	26.498526	24.206224	22.696123	24.615503	24.081923	20.7899	21.240831	23.850506	24.165333	21.386501	22.285242	26.230921	25.002853	20.422602	19.896446	
Ubald2	chr11	+	116434094	116439077	56.07605	47.363228	48.821331	50.507553	51.375259	58.464725	49.449589	20.087368	49.662235	54.793068	18.000462	53.274475	48.437405	49.637093	41.543488	76.974915	63.750904	24.917124	22.175079	12.991694	
Ubald1	chr16	-	4874779	4879851	22.230858	25.414541	26.673439	30.276817	24.808451	23.679976	18.637028	19.853613	21.32089	22.79427	17.217873	16.068806	24.716326	26.558767	19.293997	24.112646	29.48838	29.715813	22.288023	25.838127	
Ubac2	chr14	+	121878606	122021035	71.036293	73.420059	70.888367	75.400169	53.563187	56.251873	54.363113	52.836929	46.247749	46.495472	48.046371	44.257019	45.830315	49.968269	45.554909	50.564743	50.339359	49.636417	45.685909	51.510246	
Ubac1	chr2	-	25996958	26021760	16.842197	15.125795	16.101326	16.218143	18.839376	19.040337	19.580259	21.176704	21.580818	21.936737	22.828714	23.981073	19.90349	21.213327	23.18405	23.231955	22.283089	23.621357	21.741631	23.794825	
Uba7	chr9	+	107975567	107984056	120.69442	118.565422	141.871109	167.292038	80.225212	80.649612	88.043564	88.381035	65.896873	64.130371	63.975796	63.105499	58.732426	61.719627	57.460327	58.443069	52.435226	54.506668	47.727039	49.798878	
Uba6	chr5	-	86110730	86172743	10.118578	8.516845	11.766197	5.72054	11.429547	10.711032	11.596979	12.763406	11.397126	12.051209	11.400002	12.407772	10.803119	10.592027	11.513154	11.09734	10.294396	10.299491	10.743672	11.15508	
Uba52	chr8	-	70508266	70510367	856.231079	931.191406	911.72113	1096.311523	634.208435	701.650513	733.22876	683.085144	626.405212	672.665344	700.532288	697.993225	705.193909	711.062805	713.134033	642.637146	682.161072	796.959717	781.514771	744.957397	
Uba5	chr9	-	104046588	104063121	20.528126	23.732613	17.734989	14.393106	20.665432	21.070541	16.143169	17.576395	19.784651	19.129616	18.338455	18.069336	20.186405	18.688492	18.290398	18.780367	20.235785	21.605246	14.794357	17.486254	
Uba3	chr6	-	97183632	97205647	16.121367	12.127522	14.266166	10.703451	14.420197	13.549275	14.899961	16.316196	15.062359	14.858327	17.301437	16.526251	15.0567	13.64389	16.849277	17.27759	14.868685	13.806476	16.65555	17.214275	
Uba2	chr7	-	34140697	34168529	69.053848	70.403885	76.170784	60.176785	97.769836	94.494659	122.763451	120.454903	119.558113	120.644211	144.099518	146.079178	102.314308	106.274887	136.556778	146.353394	107.414818	111.262428	128.704529	132.288742	
Uba1y	chrY	+	818713	844224	0.056118	0	0.075943	0.116657	0.082359	0.088278	0	0.026226	0.045528	0	0.032754	0.053814	0.073792	0.04918	0.10298	0	0.046045	0	0.033209	0	
Uba1	chrX	+	20658302	20683179	146.289352	142.060501	143.299805	143.380096	144.149429	142.755035	143.611313	151.882278	143.761459	145.655579	149.50235	149.525955	137.271378	145.027283	148.727936	150.394943	127.278854	129.074951	145.919708	148.733932	
Uap1l1	chr2	-	25361492	25365626	74.119537	73.09668	72.569839	81.808403	66.939476	64.988503	71.6026	70.239189	51.284451	54.604015	56.824467	58.155727	49.000694	48.431496	64.447586	60.205795	36.977081	38.312584	42.781158	42.269474	
Uap1	chr1	-	170141223	170174964	34.495522	29.358997	25.343729	26.405325	39.723804	39.809334	34.343143	27.797276	31.186031	38.638466	31.56678	32.801399	33.974846	33.712646	30.766144	28.477007	30.1101	29.543211	22.014204	29.889561	
Uaca	chr9	+	60794548	60880370	1.911878	2.138827	3.995717	2.368862	3.971926	3.117176	3.49116	2.86636	2.117704	2.602437	2.49884	2.368475	1.963736	1.591731	1.987479	2.093285	2.672414	3.271459	2.083346	2.727508	
U90926	chr5	-	92209895	92215408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
U2surp	chr9	-	95456894	95511996	9.972758	8.235224	10.966489	7.562079	12.464159	10.905357	12.205244	11.969348	13.36449	13.59034	11.51354	12.746136	13.458959	14.49302	10.971403	13.852335	14.013799	12.711741	13.061369	12.723296	
U2af2	chr7	+	5062143	5079945	43.120365	36.658825	40.64315	39.001869	45.270466	46.779839	51.189857	49.383747	46.773544	51.524685	53.156757	52.148769	45.123062	41.120106	51.442738	69.804489	46.741402	43.262463	56.183182	51.455662	
U2af1l4	chr7	+	30563340	30565364	41.067432	46.132412	39.932262	44.435482	39.578403	40.062733	42.778736	38.188992	37.301601	41.18877	42.294907	42.343414	41.320801	39.318985	40.725384	39.03257	40.276772	44.070324	40.752247	41.085506	
U2af1	chr17	-	31647082	31658754	144.376389	148.364609	141.967636	163.472198	161.547577	151.08812	191.040527	188.988327	181.911057	185.657669	221.384384	232.815689	181.584351	164.369614	225.492615	184.105591	164.398926	172.058273	221.721329	229.749649	
Tyw5	chr1	-	57388244	57406674	3.569547	4.152704	3.136892	3.779732	4.854012	4.779222	4.757161	5.457386	4.875931	5.026213	5.010905	6.662855	5.275437	6.290465	5.620817	6.3638	4.914566	4.747636	5.404714	5.288231	
Tyw3	chr3	-	154576520	154597098	2.513622	2.697611	1.716839	1.844211	2.9492	2.656805	2.406694	2.861806	2.37096	2.044628	1.969214	2.340326	2.145076	2.411005	2.653168	1.90823	1.896016	2.295608	2.105611	1.853213	
Tyw1	chr5	+	130255619	130341567	24.570032	26.09864	27.356287	26.50206	27.78487	28.330036	28.948509	28.504002	26.780577	26.838118	28.267624	28.45414	26.71002	26.606865	24.115318	27.277376	24.095778	26.578016	27.185131	29.816128	
Tysnd1	chr10	+	61695514	61702773	46.18092	43.258968	36.692364	43.272816	34.913357	37.176865	40.893608	38.912678	36.591785	40.898914	33.884529	39.189877	38.682201	35.879936	40.18856	41.264332	33.414822	34.790222	40.466633	39.073891	
Tyrp1	chr4	+	80834213	80851736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Tyrobp	chr7	+	30413788	30417579	4.113239	4.634287	5.343502	8.203541	9.057735	8.198071	5.714598	6.25575	27.926744	28.719204	15.501159	14.661931	54.541882	49.898884	25.679474	31.248203	36.50214	39.311722	29.889572	26.893444	
Tyro3	chr2	+	119797740	119818103	0.66555	0.413676	0.633816	1.350424	0.81724	0.976288	1.564142	1.22377	1.146906	0.647102	1.373491	0.876372	0.47509	0.278518	0.933131	1.028277	0.706226	0.527917	0.91374	1.118197	
Tyr	chr7	-	87427405	87493411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Tyms-ps	chr10	+	87966671	87968017	1.053099	1.100665	1.785601	1.710353	2.857238	2.793591	4.544545	4.387199	3.819393	4.136087	5.541347	5.517006	2.880046	2.802301	5.428695	5.232628	2.578881	3.139235	4.760572	4.819377	
Tyms	chr5	-	30058200	30073625	8.058521	8.364305	14.643137	15.227158	23.033272	24.866257	43.183075	43.464893	40.295128	38.534588	58.34898	56.592937	28.460289	27.714849	49.338203	49.180862	26.258879	28.764675	42.819027	41.27005	
Tymp	chr15	-	89371931	89377037	1.488329	2.403609	1.457165	1.426379	1.792769	1.484284	1.100332	1.383912	1.355589	1.420567	0.806573	0.766162	1.829151	1.129956	1.03598	0.896731	0.74032	0.859418	0.764361	1.157881	
Tyk2	chr9	-	21104068	21131275	15.02686	14.517233	12.27941	14.897707	17.226812	16.103971	14.739152	14.364179	19.105707	18.682444	14.906466	14.179517	18.070871	19.035465	15.766616	14.803473	17.417969	19.051966	16.790546	16.403584	
Txnrd3	chr6	+	89643988	89675529	25.987789	22.284815	18.896233	21.597612	22.111923	22.945469	19.29965	19.536264	15.883954	16.390512	14.460415	15.299773	18.903809	18.049971	17.295444	18.268728	14.799258	14.014377	14.854981	14.709408	
Txnrd2	chr16	+	18426417	18479073	24.537596	24.591936	25.697618	29.33362	23.470022	21.204407	22.495043	23.166571	21.243763	20.131212	22.923828	20.5329	21.275423	21.750229	21.504147	21.984838	19.390776	19.577662	19.187181	22.465307	
Txnrd1	chr10	+	82833951	82897724	73.020111	71.872032	75.506851	69.197151	86.740021	84.509323	89.493759	89.838829	82.525642	84.739487	86.967545	89.54631	86.198692	85.160057	85.509933	93.0233	97.716499	94.541565	100.019455	100.571251	
Txnl4b	chr8	+	109565986	109574051	5.106503	6.029364	4.826234	5.232461	4.095319	4.90553	3.332676	4.155246	4.368225	4.01016	3.827706	4.402026	5.430386	5.668548	4.017971	4.168458	3.995033	3.8905	4.31854	4.58786	
Txnl4a	chr18	+	80206798	80225851	227.882156	238.850204	220.72496	244.856049	203.349304	215.888748	209.751801	213.903076	199.233276	207.027817	215.521103	209.254471	208.118942	213.345154	224.300049	229.379303	193.527603	213.660095	228.289917	222.684082	
Txnl1	chr18	-	63662801	63692359	79.567245	87.607353	78.814392	73.752335	80.057838	83.075142	84.839874	85.710365	78.954765	80.69249	90.360825	86.521347	78.107826	73.42498	87.403366	89.697792	69.111465	74.91227	78.363937	76.509537	
Txnip	chr3	+	96557957	96561857	356.669312	355.633423	339.377319	327.464935	197.715591	202.397079	156.459442	165.31369	127.342484	128.668091	101.625229	101.573479	142.147079	142.101776	95.198662	92.59864	130.631851	137.057037	67.242081	68.659561	
Txndc9	chr1	-	37983867	37997208	14.267763	16.026365	15.284616	13.59457	12.41474	11.737951	12.394121	12.272851	12.570211	12.497588	12.653555	12.277197	12.031167	12.936468	14.320979	14.032479	12.065923	13.126251	12.771452	11.652702	
Txndc8	chr4	-	57984029	58009124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Txndc5	chr13	-	38500271	38528824	94.318253	100.755348	84.822433	93.975281	82.688599	85.532249	88.539658	93.756676	77.58091	77.436287	88.274727	84.618553	78.249321	84.826889	91.147827	94.204636	68.85907	66.451637	82.025688	86.526382	
Txndc2	chr17	-	65637505	65642204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Txndc17	chr11	+	72207554	72210487	33.556782	37.633522	34.8111	38.84013	25.934479	27.823563	27.393127	26.933939	23.73123	25.240238	27.225323	27.809984	27.378719	27.347778	28.546886	29.748945	24.231194	30.398094	28.605734	30.301441	
Txndc16	chr14	-	45134448	45219394	9.796428	8.65856	8.211519	6.583163	7.591423	8.619798	6.96215	6.523343	6.919083	6.691015	7.176388	6.622903	7.853891	8.748718	5.413711	6.803904	8.824805	7.971958	5.669743	6.268293	
Txndc15	chr13	+	55714650	55726228	50.018639	52.431396	43.787899	45.684879	37.023758	39.171768	36.880718	38.359356	35.148937	33.670841	37.451099	32.843273	36.133522	35.32193	38.596577	36.898479	26.803946	31.303339	29.765623	28.461239	
Txndc12	chr4	+	108834678	108862119	31.329571	31.403685	28.271273	32.032909	26.201754	29.904879	30.005743	31.803795	27.98567	27.700949	32.370415	31.533594	32.181095	31.192768	34.153633	31.28413	28.298052	30.90304	30.749723	30.389763	
Txndc11	chr16	-	11074911	11134532	17.670084	16.493837	17.279238	17.495487	21.954077	19.307419	17.182354	19.275082	19.408714	18.70961	18.014013	17.469927	20.725887	22.671659	17.645466	21.511171	19.088427	20.055857	18.342468	19.506054	
Txn2	chr15	-	77915051	77928994	159.392166	174.907715	155.287689	184.397934	139.602768	145.132996	154.059845	150.619781	124.626816	136.941315	147.140457	148.311813	136.550735	137.947372	158.606705	158.671112	139.348389	143.66275	170.587769	172.071564	
Txn1	chr4	-	57943373	57956411	163.722168	175.113998	192.613632	230.347229	180.495743	196.049683	254.339981	238.947556	206.880661	216.931595	281.767731	277.406708	198.596024	191.792328	262.796356	255.493439	167.204376	190.332062	236.674118	232.552765	
Txlng	chrX	-	162778917	162829454	9.495749	8.257486	8.58248	7.219446	10.764271	10.566794	8.44823	8.112061	9.310109	9.090121	8.315147	8.026813	9.925291	10.037856	7.613969	8.369881	9.757668	9.900864	7.232934	8.825896	
Txlnb	chr10	+	17796219	17845663	0.51576	0.568688	0.42207	0.845844	0.414626	0.395129	0.602851	0.293326	0.343459	0.377053	0.137921	0.277541	0.500922	0.468555	0.1717	0.399935	0.904804	0.755595	0.197751	0.359475	
Txlna	chr4	-	129626077	129641065	49.738396	46.626572	42.119167	45.283283	59.365734	54.717854	52.230175	54.13702	54.108593	54.635963	52.095566	50.66095	49.25938	54.109303	44.851357	48.620216	59.968647	52.54314	51.903954	51.490719	
